Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
Software Developer,m,2,62.81,0,495,495,455,0.968237496,-0.456518268,0.058656057,0.441793052,-1.993705046,1.315845062
Software Developer,m,2,62.88,1,500,620,720,0.842248322,-0.887447054,-0.631515531,0.137775168,-2.217964805,-0.776761426
Software Developer,m,2,62.9,0,525,435,380,0.23780284,-0.763129514,0.354340244,0.298200719,-1.597986815,-1.414695761
Software Developer,m,2,62.9,0,640,650,500,0.864685413,-1.115956828,0.919391428,0.707646413,-1.865606092,-0.43069132
Software Developer,m,2,62.96,0,305,425,335,0.486747008,-0.899506623,-0.027026081,0.90439598,2.432354746,-0.422445074
Software Developer,m,2,63,1,445,235,555,0.694479328,-0.162308584,0.276422755,0.268746622,-1.844110006,-0.402092314
Software Developer,m,2,63,1,705,565,605,0.960903087,-1.037403676,0.80653718,-0.959458402,-2.007744979,-1.157387807
Software Developer,m,2,63,0,605,435,505,0.538386893,-0.004375878,0.791485917,0.044833633,2.159664928,0.261997682
Software Developer,m,2,63,1,455,405,464,0.635978756,-0.583618481,-0.368094744,-0.422433051,-2.173728048,-0.47936691
Software Developer,f,2,63,0,485,355,555,0.991230625,-1.178264724,0.167252962,0.644872736,-2.840193386,-0.558171584
Software Developer,m,2,63,0,465,355,515,0.356536488,-0.771423529,0.155478726,-0.175222425,-2.315955295,-0.64264658
Software Developer,f,2,63,0,585,315,455,0.519863918,-1.017219697,0.604106155,0.653644832,2.483978855,-0.09225803
Software Developer,m,2,63,1,370,460,340,0.538386893,-0.240074253,0.391547913,0.030683661,2.844424191,-1.147316474
Software Developer,m,2,63,0,660,585,620,0.021969109,-0.279010382,0.216491977,0.450946434,-1.822284181,-1.088105506
Software Developer,m,1,63,0,720,570,515,0.744758354,-0.816556631,0.078502349,0.728923269,-2.756950835,-0.017067522
Software Developer,m,2,63,0,310,245,355,0.23780284,-0.777833246,-0.304587382,-0.296781769,-1.643555707,1.159489802
Software Developer,m,2,63,1,440,300,285,0.053160305,-0.448218487,0.91264327,0.316540708,2.320435235,-0.723922765
Software Developer,m,2,63,0,630,495,415,0.842248322,-1.182854694,0.660289955,0.082429548,-1.964344903,-0.662460484
Software Developer,m,2,63,0,455,505,465,0.884122512,-1.059861637,0.476488277,0.919719779,-1.829299207,-0.924717529
Software Developer,m,2,63,0,720,455,535,0.968237496,-1.007163076,0.61601341,0.504473787,-2.144931951,-1.097813664
Software Developer,m,2,63,0,465,580,665,0.622642916,-0.580095673,0.084085299,0.386477712,-1.609098723,-0.922315948
Software Developer,m,2,63.1,0,355,335,495,0.635978756,1.4001056,0.23979278,0.675418057,-2.286153434,0.213371297
Software Developer,m,2,63.12,0,570,555,575,0.744758354,-0.33980824,0.459914702,0.907625517,-2.044798078,-0.720140464
Software Developer,m,2,63.13,0,455,595,500,0.20739217,-1.479242968,0.647046706,0.266583827,1.942778033,-0.402429042
Software Developer,m,2,63.2,0,560,445,485,0.953899775,-0.799930793,0.208965977,0.823084573,-2.151647283,-0.264295838
Software Developer,f,2,63.25,0,394,475,515,0.765673581,-1.240529047,0.271597152,-0.632307661,-2.52538515,0.853670247
Software Developer,m,2,63.29,1,580,470,555,0.783303537,-1.023961198,0.789252308,0.714306381,-2.143386501,1.321318558
Software Developer,m,2,63.3,0,350,485,485,0.744758354,0.699855439,0.346013104,-0.601090804,-1.983169447,-0.684658447
Software Developer,m,2,63.33,0,420,530,380,0.622642916,-1.109027645,0.497096703,0.11027638,-2.727473612,-0.56656974
Software Developer,m,2,63.4,1,475,460,615,0.486747008,-0.624616161,0.809860572,0.93854068,-2.46103889,-0.589355527
Software Developer,m,2,63.4,0,570,435,265,0.744758354,-0.79494665,0.487401252,0.082472584,-1.854800907,1.127494919
Software Developer,m,2,63.42,0,645,645,765,0.338786347,-0.207500156,0.405847913,0.838847572,-2.73405645,-0.252151467
Software Developer,m,2,63.43,0,500,440,455,0.3423149,-0.214439279,0.53159937,0.558920516,-2.115807633,-0.733683411
Software Developer,f,2,63.54,1,405,395,365,0.143256541,-1.018778366,0.922038684,0.202844535,1.643732484,-0.133838366
Software Developer,m,2,63.59,0,475,535,620,0.744758354,0.163431437,0.892570246,-0.448012451,1.915092486,1.003255174
Software Developer,m,2,63.6,1,535,475,415,0.0587928,-0.139423764,0.419982468,0.616527467,-2.138348314,-0.883981523
Software Developer,m,2,63.66,1,605,595,475,0.824666401,-0.156581223,-0.585437808,0.868859125,-1.879969371,-0.428657223
Software Developer,f,2,63.7,1,655,615,615,0.884122512,-1.205617059,-0.542639158,0.411829577,-1.87846568,-0.061570429
Software Developer,m,2,63.72,0,450,500,530,0.842248322,-0.363819759,0.35893684,-0.472239281,2.484280569,-1.443957385
Software Developer,m,2,63.77,0,445,615,465,0.694479328,0.783772855,0.104137325,-0.148243275,-2.184994046,-0.819483774
Software Developer,m,2,63.79,0,395,485,445,0.356536488,-0.334884142,0.105496887,-0.952284216,-2.900434094,-0.80023462
Software Developer,m,2,63.81,0,595,385,535,0.124502074,-1.221407907,0.541639764,0.213211793,-2.378351765,-0.891867523
Software Developer,f,2,63.9,1,625,505,445,0.377551419,-0.532164041,0.562291266,0.397722814,-2.865449413,-0.888848355
Software Developer,m,2,63.99,0,465,620,635,0.983749967,-0.997157977,0.550505921,0.50470468,-2.821827372,-1.289601897
Software Developer,m,2,64,0,515,565,554,0.600057182,-0.84150457,0.067080667,0.99869064,-2.576767256,-0.156148461
Software Developer,f,2,64,1,535,465,515,0.600057182,-1.101048855,0.760056505,0.543925774,-2.086129476,-0.065315014
Software Developer,m,2,64,1,335,515,565,0.942116551,-0.359111878,0.385560623,0.801776967,-2.066602917,-0.028330238
Software Developer,m,2,64,1,395,405,515,0.700826162,-0.292821045,0.750658155,-0.373891565,-1.746048935,-0.530523151
Software Developer,m,2,64,0,355,325,535,0.377551419,-0.352466603,0.313995458,0.231410028,2.303982039,-0.151133771
Software Developer,m,2,64,0,515,595,575,0.824666401,-0.991034594,0.607460712,0.759023341,1.802904987,0.876202105
Software Developer,m,2,64,1,730,520,590,0.538386893,-0.743574834,-0.78993155,0.754515567,-2.636589484,-0.21526288
Software Developer,m,2,64,0,580,560,575,0.765673581,0.237945565,0.828226624,0.926693812,-1.560685384,-0.940189419
Software Developer,m,2,64,0,520,545,560,0.622642916,0.193489356,0.144842838,0.073413962,-2.221507736,-0.935985804
Software Developer,m,2,64,0,475,510,385,0.486747008,-0.939132067,-0.335415924,0.479327831,-2.047448675,-1.247549715
Software Developer,m,2,64,0,395,555,475,0.080055281,-0.161013324,0.794902801,0.790758601,-2.867882176,-0.592181467
Software Developer,m,2,64,0,605,565,475,0.338786347,-1.296228528,0.063322825,0.749838995,-2.564493082,-0.409728646
Software Developer,m,2,64.03,0,440,530,400,0.670743151,-1.068557502,0.035493347,0.057284179,-2.194057849,-0.113202826
Software Developer,m,2,64.06,1,335,400,280,0.04099931,-1.360158987,0.115220105,0.845205925,-2.329300375,-1.251539789
Software Developer,m,2,64.09,1,575,605,565,0.81941653,-1.339080394,0.35893689,0.484794058,-1.902888417,-0.39738737
Software Developer,m,1,64.1,0,545,605,825,0.842248322,-0.735748482,-0.860421751,0.962447642,-1.662832727,-0.089333582
Software Developer,m,1,64.14,0,485,560,680,0.864685413,-1.360700566,0.423570419,-0.276500888,-2.204873537,-0.227089724
Software Developer,m,2,64.19,0,605,435,525,0.694479328,-0.923387677,-0.736812516,-0.882249038,-1.808685262,-1.315120475
Software Developer,m,2,64.23,0,325,495,545,0.81941653,-0.622717228,-0.685297394,0.73800442,1.524499523,-1.215711576
Software Developer,f,2,64.25,1,490,455,465,0.842248322,-0.37365568,0.064392821,0.549161761,-2.890381659,1.268603458
Software Developer,m,2,64.27,1,515,555,505,0.635978756,-0.7839325,0.331030296,0.566043593,-2.719686708,-0.070886103
Software Developer,m,2,64.3,0,645,465,575,0.525922584,-1.151498827,0.716203896,-0.138388196,2.962294003,-0.28145132
Software Developer,m,2,64.34,0,530,555,695,0.910770164,-0.155047011,0.079997864,0.662163347,-2.720093028,-1.348660018
Software Developer,m,2,64.4,0,485,495,575,0.81941653,-1.128614264,0.356841836,-0.162315548,2.217073239,0.033385294
Software Developer,m,1,64.5,0,715,595,625,0.983749967,-0.070525628,0.987185387,0.222620725,-2.901546219,-1.32200635
Software Developer,m,2,64.56,1,560,340,235,0.563267824,-0.335817958,0.76715965,0.060134407,-2.088839126,-1.459659425
Software Developer,m,2,64.62,1,405,425,380,0.112139438,-0.763422366,0.556318461,0.246559516,-2.637308045,-0.859567987
Software Developer,f,2,64.66,0,485,535,590,0.911395278,-0.721637558,0.980646461,-0.357798043,-2.50859421,-1.127488851
Software Developer,m,2,64.7,0,305,505,385,0.670743151,-0.028404128,-0.396028749,0.781402037,-2.408661221,-0.352497524
Software Developer,m,2,64.7,0,425,575,645,0.356536488,-1.045909868,0.751843584,0.739788868,-1.781233415,-0.835908423
Software Developer,m,2,64.8,0,415,575,485,0.884122512,-0.621108136,0.400032938,0.226689462,2.648138158,-0.700764234
Software Developer,m,2,64.8,0,545,535,485,0.376059587,-0.004785001,0.540102208,0.292510558,-2.077807869,-0.944870129
Software Developer,m,2,64.86,0,300,470,575,0.229481755,-0.793175561,-0.072231029,0.392921303,-2.51238574,-0.106908305
Software Developer,m,2,64.88,0,370,500,720,0.735795709,-0.076951503,0.129971762,0.444316016,-2.867652642,-0.447889564
Software Developer,m,2,64.97,1,455,540,450,0.744758354,-0.330806325,0.536235637,0.228686926,-2.577633258,-0.537390147
Software Developer,f,2,65,0,415,555,435,0.376059587,-0.933669632,0.188378212,0.586829615,1.796277268,-0.840248897
Software Developer,m,2,65,0,455,485,645,0.765673581,-0.494353925,0.884211813,0.476784225,-2.933668257,-0.101313244
Software Developer,m,2,65,0,615,534,415,0.942116551,-0.617131799,0.712537291,-0.361849624,-2.166168501,1.445009874
Software Developer,m,2,65,1,395,324,415,0.447147892,-0.569849255,-0.656811845,0.467541992,-1.675255463,-0.755033045
Software Developer,m,2,65,1,475,485,575,0.538386893,-0.520285186,0.542208365,0.889473044,2.201116829,-0.988590719
Software Developer,f,2,65,0,495,555,545,0.735795709,1.426330925,-0.443685339,0.755017831,-2.695161653,-1.266529238
Software Developer,m,2,65,0,375,435,485,0.563267824,-0.781668068,0.318151262,0.287389691,-2.069977167,-0.254335657
Software Developer,m,2,65,0,535,645,435,0.930370607,-0.266775914,0.113051649,0.772429113,-1.670752837,-0.818270565
Software Developer,m,2,65,0,355,395,255,0.649389715,0.594240629,0.263902104,0.242331092,-1.656203861,-0.413946945
Software Developer,m,2,65,0,385,375,575,0.824666401,-0.622168786,0.659138876,0.920222036,-2.176694651,-0.142209909
Software Developer,m,2,65,0,520,520,400,0.488347977,-0.809198797,0.611893681,0.959634845,-1.889427315,-0.707794784
Software Developer,m,2,65,0,395,500,605,0.765673581,0.942471038,0.121546885,0.234234811,-2.326077716,-1.331715989
Software Developer,m,2,65,0,465,510,530,0.670743151,-1.179557054,0.870884961,0.436870532,2.101670147,-1.085473373
Software Developer,f,2,65,0,360,415,255,0.538386893,0.446703951,0.120582233,0.373679494,1.609833641,-0.980541777
Software Developer,f,2,65,0,695,490,575,0.81941653,0.763613697,0.39367833,0.938071112,-2.978673142,-1.195442104
Software Developer,m,2,65,1,335,435,445,0.338786347,-0.973316451,0.173570569,0.068228353,-2.686677258,-1.346512027
Software Developer,m,2,65,0,440,555,310,0.911395278,-1.43958925,-0.290024958,0.713100554,-2.311608854,-0.873142896
Software Developer,m,2,65,0,605,510,515,0.910770164,-1.143185924,-0.266222918,-0.841861903,-2.780697324,-1.012773123
Software Developer,m,2,65,1,605,485,560,0.144789889,-1.242058716,0.324053352,0.305404475,-1.741277832,-0.962694277
Software Developer,m,2,65,0,545,385,470,0.23780284,-1.482012111,0.900453664,0.300898669,-2.874866668,-0.84211434
Software Developer,m,2,65,1,430,340,415,0.744758354,-1.404513064,0.09041321,0.537889576,-2.030190857,-1.019513549
Software Developer,m,2,65,1,430,570,615,0.744758354,-0.255796861,0.95497755,-0.433648908,-2.920444447,-0.984203892
Software Developer,m,2,65,1,465,565,605,0.943272158,-1.342851614,0.472666098,0.138535473,-2.927649539,-1.025975352
Software Developer,m,2,65,1,640,565,465,0.622642916,-0.451185191,0.470040348,0.560920388,-2.964884422,-1.017315818
Software Developer,m,2,65.02,0,585,635,635,0.0587928,-0.976864194,-0.067642177,0.703729046,1.686871186,0.993707461
Software Developer,m,2,65.06,0,395,425,425,0.744758354,0.504715095,0.315118405,0.909136792,-2.599413766,-1.372450265
Software Developer,m,2,65.1,0,510,410,250,0.622642916,0.845734514,0.509672977,0.746136555,-2.185755723,-1.180368121
Software Developer,m,2,65.14,0,605,605,334,0.670743151,-1.172925117,0.223008953,0.178689064,-1.777244966,0.434712376
Software Developer,m,2,65.15,0,545,495,450,0.911395278,1.110154229,0.806952952,0.972978507,-2.927725931,0.162660835
Software Developer,m,2,65.2,1,545,505,695,0.884122512,-0.66043779,0.32780108,0.131131065,-1.713043022,-0.688501145
Software Developer,m,1,65.22,0,490,455,345,0.23780284,0.652157479,0.400327578,0.928340003,1.924011454,-0.954723763
Software Developer,m,2,65.24,1,370,410,470,0.298769129,1.475566684,0.43296151,0.1841328,-2.980465865,-0.800917753
Software Developer,m,2,65.3,0,520,560,485,0.843123727,-0.763515713,0.896860949,-0.599889791,-2.345733046,-0.992329755
Software Developer,m,2,65.33,1,485,315,545,0.144789889,-0.353025476,-0.996764902,0.094005945,-2.6167211,-0.603808173
Software Developer,m,2,65.38,0,430,400,455,0.744758354,-1.121776685,0.307148259,0.040657809,-2.351559748,-1.275073176
Software Developer,m,2,65.39,0,375,355,565,0.910770164,-0.034187125,0.883437376,-0.868923662,-2.373075267,-1.326403234
Software Developer,m,2,65.46,0,500,520,620,0.765673581,-0.001892681,0.558272129,0.115598275,-2.53708751,-1.07134228
Software Developer,m,2,65.47,0,405,485,500,0.81941653,1.490732083,-0.310925006,0.928891839,-2.292577719,-0.20191675
Software Developer,m,2,65.48,0,375,535,575,0.600057182,1.281107102,-0.291051057,-0.858652535,-2.212017887,-0.563657646
Software Developer,m,2,65.5,1,585,645,475,0.793580615,-0.598631727,0.190629696,0.59607776,-2.215064948,-1.44961954
Software Developer,m,2,65.5,1,675,545,545,0.953899775,-0.129008611,0.25797096,-0.591515402,-1.860216038,-1.274739259
Software Developer,m,2,65.5,0,465,480,415,0.622642916,-0.290799822,0.916693897,0.521643326,-2.864204779,-1.07941433
Software Developer,m,2,65.51,0,355,255,345,0.24545566,-1.097810296,0.617091205,0.941862208,-2.043152564,-1.400015281
Software Developer,f,2,65.58,1,535,575,565,0.649389715,-0.046683839,0.192333994,0.377018385,-2.172852607,-0.905530303
Software Developer,m,2,65.59,0,560,595,680,0.155908503,-0.310393309,0.577231296,0.079918151,-2.034712808,-0.188525525
Software Developer,m,2,65.6,0,305,365,485,0.229481755,-1.259047904,0.66502014,0.779486493,-2.260936638,1.049901676
Software Developer,f,2,65.6,0,355,415,555,0.229481755,-1.165073405,0.160201787,0.905971177,1.635353994,-1.157368713
Software Developer,m,2,65.6,1,685,525,545,0.622642916,-1.473407885,-0.360466095,0.760222452,-1.580571887,-1.218221311
Software Developer,m,2,65.63,0,475,615,665,0.144789889,-0.3552834,0.215589844,0.34062806,-1.647791107,-0.389439004
Software Developer,m,2,65.64,0,405,475,515,0.952245573,-1.375452643,0.323791098,0.301801748,1.609872343,-0.199867398
Software Developer,m,2,65.66,0,335,395,455,0.525922584,0.88743855,0.103500692,-0.905144818,-1.67985761,-1.429542345
Software Developer,m,2,65.68,0,395,535,515,0.356536488,-0.751097162,0.620446591,0.010882031,-1.810117115,-0.349476199
Software Developer,m,2,65.7,0,570,675,485,0.23780284,1.142310981,0.530834406,-0.529102954,-2.094067022,-1.384372684
Software Developer,m,2,65.8,0,625,665,405,0.538386893,-0.089366525,0.568184728,0.718487514,-1.633567145,-1.345278221
Software Developer,m,2,65.87,1,425,405,325,0.488347977,-0.596287384,0.386101574,0.176730568,-2.955675958,-0.776232177
Software Developer,m,2,65.9,0,575,505,565,0.81941653,-0.817563618,0.627485333,0.68289742,-2.601724563,0.594006475
Software Developer,m,2,65.95,0,420,375,430,0.649389715,-0.753738105,0.424490453,0.367133973,-2.527129461,-1.244801912
Software Developer,m,2,65.97,0,590,605,560,0.670743151,-0.205301051,0.422582989,0.917890645,-2.382256327,-0.444512929
Software Developer,m,2,65.98,0,545,445,485,0.930370607,-1.007550437,0.010496184,-0.462758524,-2.511077444,-0.471447062
Software Developer,m,2,66,0,475,215,335,0.229481755,-0.899773408,0.060023094,0.322763595,-2.563911572,-0.323749304
Software Developer,m,2,66,1,405,585,415,0.600057182,-0.63167852,-0.80469095,0.186738198,-2.535727113,0.864021721
Software Developer,m,2,66,1,464,535,225,0.450876584,-0.297265289,0.249069238,-0.346769605,-2.747601038,-0.390107247
Software Developer,f,2,66,0,455,345,515,0.3423149,-0.845828551,0.977997506,0.728612872,-2.3710256,-1.233556476
Software Developer,m,1,66,0,495,395,585,0.23780284,-1.257450532,-0.722139729,0.953322599,-2.934059735,0.264231454
Software Developer,m,2,66,0,445,475,565,0.450876584,-0.356002261,-0.112013659,0.103322312,-1.981732785,-1.150913351
Software Developer,f,2,66,1,570,485,470,0.765673581,-0.445907487,0.188365272,0.481814716,2.047113489,-0.307608029
Software Developer,m,2,66,0,360,495,280,0.793580615,0.618466289,-0.424360717,0.522222235,2.049835335,-1.314623714
Software Developer,m,2,66,1,500,440,500,0.81941653,-0.78351592,0.581941301,0.271670639,-1.927670725,-1.037088834
Software Developer,m,2,66,0,335,455,595,0.635978756,-0.191413405,0.690238118,-0.549976044,-1.978021386,-1.26315111
Software Developer,m,2,66,1,555,610,590,0.987207086,-1.457279039,0.323423678,0.185653801,-2.992397126,1.154603325
Software Developer,f,2,66,0,405,425,545,0.704090412,-0.863531855,0.259167249,0.976674784,-2.34739834,-0.451446047
Software Developer,f,2,66,0,405,410,340,0.308400583,0.07501302,0.763789555,0.283707037,-2.379594258,-0.72982967
Software Developer,m,2,66,0,325,305,430,0.864685413,-1.175251422,0.88770075,0.750460618,-2.485527027,-0.311066697
Software Developer,m,2,66,0,345,435,560,0.20739217,-1.408593215,0.134859636,0.677864585,-2.041437311,-0.252428378
Software Developer,m,2,66,0,380,545,460,0.356536488,-1.489295626,0.118429168,-0.382370834,-1.805002084,-0.295748755
Software Developer,m,2,66,0,580,505,380,0.622642916,-0.716283621,0.041722106,0.2160806,-1.994826885,-1.311907536
Software Developer,m,2,66,1,475,545,620,0.744758354,1.458279461,0.656871752,0.033880338,-2.551672574,-0.204224986
Software Developer,m,2,66,0,475,375,390,0.486747008,-1.226388011,0.78052956,-0.357389774,-2.366617163,-0.995087158
Software Developer,m,2,66,1,580,555,465,0.622642916,-1.110211907,0.341763163,0.26121676,-2.558709978,-1.47266413
Software Developer,m,2,66,1,315,435,355,0.356536488,-0.080536177,0.641270376,-0.371678053,-2.838774901,-0.914553193
Software Developer,m,2,66,0,405,470,545,0.538386893,-1.376275301,-0.779597272,0.122765746,-2.539939547,-0.407840805
Software Developer,m,2,66.02,0,485,595,625,0.538386893,-1.332785717,0.654877125,0.140443985,2.946364255,0.605456479
Software Developer,m,2,66.03,0,570,375,495,0.493596387,-0.087639101,0.390040074,0.969472856,-2.113000357,-1.051919987
Software Developer,f,2,66.07,0,440,485,605,0.978799293,-1.384720927,0.575533581,0.867092834,2.803861377,-0.458153249
Software Developer,m,2,66.08,1,430,555,460,0.338786347,-0.573049011,0.759994317,0.346986132,2.413145188,-0.006023629
Software Developer,m,2,66.12,0,440,545,605,0.735795709,-1.180637313,0.710021437,-0.287759025,-1.856011888,-1.31032331
Software Developer,m,2,66.15,0,415,335,405,0.884122512,-0.167300838,0.222395848,-0.808388059,-2.937887262,-1.224601193
Software Developer,m,1,66.23,1,545,670,680,0.842248322,-0.46280576,-0.553644739,0.778713508,1.644176282,-0.628459786
Software Developer,m,2,66.26,0,495,475,595,0.670743151,-0.428229818,0.806101118,0.487684539,-1.967928304,-0.921238186
Software Developer,f,2,66.34,0,335,454,525,0.190153406,-1.486540374,0.028263028,-0.47426724,2.943138776,-1.087392994
Software Developer,m,2,66.35,0,475,485,535,0.622642916,-0.897747773,0.721403656,0.237893703,-2.79070859,0.477134056
Software Developer,m,2,66.39,0,515,585,535,0.952245573,-0.16729393,0.347687395,0.288300748,-1.684823038,-0.393295047
Software Developer,f,2,66.45,1,615,460,310,0.735795709,1.061016353,-0.466783979,-0.497513781,-2.064256349,-0.210821145
Software Developer,m,2,66.46,1,465,470,500,0.649389715,0.600350015,-0.632851231,0.922195263,1.810959751,-1.0314938
Software Developer,m,2,66.5,0,345,630,590,0.952245573,-1.171470571,-0.962645838,0.007923519,-2.350155463,-1.495102193
Software Developer,m,2,66.5,0,535,450,545,0.356536488,-0.264481593,0.135963899,0.321744472,-2.146746029,-0.866651875
Software Developer,m,2,66.5,1,545,545,535,0.649389715,-0.11399742,0.120799108,0.698190016,1.684070182,-0.340371019
Software Developer,m,2,66.52,0,695,505,605,0.930370607,-0.860903105,0.391494758,0.499520953,-2.559214037,-0.727522466
Software Developer,m,2,66.55,0,430,420,545,0.486747008,-0.643061759,0.320608906,0.327863091,-2.689337274,-0.553888704
Software Developer,m,1,66.6,0,745,640,825,0.994050872,1.292588064,0.748905182,0.807936329,-2.892194426,-0.759099093
Software Developer,m,2,66.6,0,630,565,620,0.842248322,-0.996204117,0.277291313,-0.741153438,1.938512519,-0.119408287
Software Developer,m,2,66.7,1,520,485,500,0.694479328,-0.589888212,0.53056977,0.015767384,-2.494984003,-1.095295284
Software Developer,m,2,66.7,0,465,525,470,0.864685413,-1.141777772,0.297503586,-0.586087033,-2.940588163,0.785331252
Software Developer,m,2,66.74,0,535,615,625,0.824666401,-1.334025512,0.149206211,0.450744144,1.758366072,-0.513574601
Software Developer,m,2,66.76,0,525,410,345,0.842248322,-1.275921739,0.317204483,0.45984438,-1.932154525,-1.110163797
Software Developer,m,2,66.8,0,450,495,545,0.765673581,-0.462258554,0.224042568,0.475614237,-1.534708149,-0.815096334
Software Developer,m,1,66.9,0,595,570,725,0.953899775,-0.980871569,0.605927721,0.877218911,-2.66107813,1.028056729
Software Developer,m,2,66.93,0,370,400,485,0.377551419,-0.416383028,-0.109158926,0.565896352,-2.799464592,-0.884675897
Software Developer,m,2,66.96,1,535,640,630,0.338786347,0.752867283,0.025954597,0.202217143,-1.642712348,-0.462136037
Software Developer,m,2,67,0,425,385,435,0.81941653,-0.207063567,0.145538436,0.585782423,-2.034013899,-0.711803116
Software Developer,m,2,67,0,515,525,595,0.704090412,-0.184710569,0.967245363,0.145526906,-1.920885672,-0.862574468
Software Developer,m,1,67,0,495,525,355,0.622642916,-1.026877278,-0.823243754,-0.466475194,2.216272149,-0.520138407
Software Developer,m,2,67,0,515,555,425,0.600057182,0.081766211,0.845085878,0.877774932,-2.417677042,0.825232669
Software Developer,m,2,67,0,425,445,435,0.704090412,-1.226954581,0.241838045,-0.890691962,-2.19585676,-0.853853324
Software Developer,m,2,67,1,455,445,544,0.765673581,0.456400561,-0.036361403,0.986914213,2.253133305,-0.989927923
Software Developer,m,2,67,0,295,365,615,0.413838256,1.163263024,0.651863755,0.906943364,-1.6852432,-1.179503093
Software Developer,m,2,67,0,385,305,325,0.308400583,-0.52471581,0.75170807,-0.063733474,-1.958225352,-0.062590993
Software Developer,m,2,67,0,515,565,655,0.953899775,-0.866360338,-0.214870361,-0.450299744,-2.909660829,-0.311352792
Software Developer,f,2,67,0,605,585,590,0.704090412,-1.058372049,0.431763578,0.202519333,1.857278735,0.899608727
Software Developer,m,2,67,0,360,440,340,0.042223131,-1.113196996,0.12083202,0.780675177,2.874093483,-1.079068982
Software Developer,f,2,67,0,615,645,470,0.744758354,-0.643996106,0.545068928,0.090853313,-1.725739956,0.654937241
Software Developer,m,1,67,0,625,560,620,0.911395278,-0.531320899,-0.134524748,0.404278519,1.60937529,-0.529348574
Software Developer,m,2,67,0,570,425,470,0.356536488,1.176813869,0.95978572,0.849327545,-2.284097004,-1.173741002
Software Developer,m,2,67,0,510,480,485,0.824666401,-1.385632817,0.261791209,0.964802304,-2.321816354,-0.723777018
Software Developer,m,2,67,0,545,580,390,0.868736585,-0.019867321,0.196871656,0.049594372,-2.553781114,0.469249882
Software Developer,m,2,67,1,685,595,690,0.842248322,-0.084604303,0.506709458,0.511933927,-2.041408994,-0.129390559
Software Developer,m,2,67,0,665,680,535,0.744758354,-1.024182187,0.653531495,0.998452301,-2.424027005,1.025327146
Software Developer,f,2,67,0,405,460,390,0.338786347,-0.157429284,-0.112991129,0.607635141,-1.687537559,-0.642699611
Software Developer,f,2,67,1,535,510,485,0.193768442,-0.327767393,0.722628845,0.07537276,2.077695401,-1.308163671
Software Developer,m,1,67,0,475,545,570,0.622642916,-1.2883638,-0.614321078,0.591901119,-2.26386139,1.434522191
Software Developer,m,2,67.01,0,405,705,495,0.670743151,-0.009881583,0.48645944,0.65526699,-1.610756887,-1.226938517
Software Developer,m,2,67.05,0,380,365,430,0.735795709,1.464326777,0.660491294,0.871005281,1.622813227,-1.05976116
Software Developer,m,2,67.1,0,495,635,405,0.600057182,0.649443909,-0.698895888,0.21621247,-2.747574279,-0.150163696
Software Developer,m,2,67.1,1,510,555,530,0.842248322,-0.253535376,0.668909194,0.401524927,-2.236273304,-0.499665839
Software Developer,m,2,67.1,1,485,415,455,0.04099931,-0.481037303,0.958877281,0.870592266,-1.811443539,-0.032841523
Software Developer,m,2,67.11,0,405,415,395,0.694479328,-0.560457348,0.379448972,0.144220293,-2.671651011,-0.490780441
Software Developer,f,2,67.13,1,475,545,455,0.488347977,-0.651955624,0.10557717,0.091213135,2.836207982,-1.127493235
Software Developer,m,2,67.2,0,570,495,620,0.538386893,1.068399393,0.749850017,0.093104951,1.547882158,-0.954605201
Software Developer,m,2,67.2,1,500,525,705,0.744758354,-0.319377153,0.406491148,0.695995837,1.634597032,-1.096407649
Software Developer,m,1,67.23,0,650,700,585,0.112139438,-1.216246433,0.935112564,0.799105683,-1.668141583,-1.25351827
Software Developer,m,2,67.3,0,554,595,544,0.901489571,-0.706023516,0.786160716,-0.768111547,-2.290535479,0.092727669
Software Developer,m,2,67.3,0,730,655,545,0.843123727,-1.409013608,0.985970219,0.68176322,-1.876903087,-0.211923556
Software Developer,m,2,67.4,0,605,520,485,0.622642916,-1.299998202,0.766490146,0.502716475,-1.931456908,-0.252096776
Software Developer,m,2,67.43,0,535,510,585,0.979521744,-0.523001655,0.425701185,0.513087996,-1.7438917,-1.228247147
Software Developer,m,2,67.44,0,570,545,650,0.670743151,-1.206675988,0.636374273,0.853790797,2.283008973,-0.979547921
Software Developer,m,2,67.5,0,445,465,475,0.563267824,-0.42436227,0.713020218,-0.357767475,-2.083370417,1.189782301
Software Developer,m,2,67.5,1,520,450,575,0.744758354,-0.551307824,0.303428075,0.055421192,-2.595556661,-0.137420852
Software Developer,m,2,67.52,0,555,645,620,0.987207086,-0.185478142,-0.575009008,0.505941357,-1.918470718,-1.141431624
Software Developer,m,2,67.6,1,650,580,635,0.976292561,-1.416754387,0.929408336,0.241474253,-2.412368242,-1.202511964
Software Developer,m,2,67.6,1,485,375,635,0.356536488,-0.986532512,0.641309907,-0.125535419,-1.889738988,-1.456075233
Software Developer,f,1,67.6,0,510,545,570,0.486747008,-0.418579702,0.149855165,0.850908094,-1.713035157,-1.266772167
Software Developer,m,2,67.6,0,395,520,500,0.23780284,-1.476551332,0.646467467,0.808690264,-2.738402707,-1.109205189
